fips,country,state,county,level,lat,locationId,long,population,metrics.testPositivityRatio,metrics.testPositivityRatioDetails.source,metrics.caseDensity,metrics.contactTracerCapacityRatio,metrics.infectionRate,metrics.infectionRateCI90,metrics.icuHeadroomRatio,metrics.icuHeadroomDetails,metrics.icuCapacityRatio,riskLevels.overall,riskLevels.testPositivityRatio,riskLevels.caseDensity,riskLevels.contactTracerCapacityRatio,riskLevels.infectionRate,riskLevels.icuHeadroomRatio,riskLevels.icuCapacityRatio,actuals.cases,actuals.deaths,actuals.positiveTests,actuals.negativeTests,actuals.contactTracers,actuals.hospitalBeds.capacity,actuals.hospitalBeds.currentUsageTotal,actuals.hospitalBeds.currentUsageCovid,actuals.hospitalBeds.typicalUsageRate,actuals.icuBeds.capacity,actuals.icuBeds.currentUsageTotal,actuals.icuBeds.currentUsageCovid,actuals.icuBeds.typicalUsageRate,actuals.newCases,actuals.vaccinesDistributed,actuals.vaccinationsInitiated,actuals.vaccinationsCompleted,lastUpdatedDate,url,metrics.vaccinationsInitiatedRatio,metrics.vaccinationsCompletedRatio,actuals.newDeaths,actuals.vaccinesAdministered\
48303,US,TX,Lubbock County,county,,iso1:us#iso2:us-tx#fips:48303,,310569,0.012,other,2.3,,0.78,0.6,0.04,,0.83,1,0,1,4,0,0,2,49453,796,,,,1650,929,20,0.6,175,146,2,0.79,2,,118605,103125,6/18/21,https://covidactnow.org/us/texas-tx/county/lubbock_county,0.382,0.332,1,214153\
48305,US,TX,Lynn County,county,,iso1:us#iso2:us-tx#fips:48305,,5951,,other,0,,1,1.17,0.09,,,0,4,0,4,1,0,4,625,23,,,,25,5,0,0.2,4,4,0,,0,,1874,1628,6/18/21,https://covidactnow.org/us/texas-tx/county/lynn_county,0.315,0.274,0,3389\
48307,US,TX,McCulloch County,county,,iso1:us#iso2:us-tx#fips:48307,,7984,0.133,other,3.6,,1,1.17,,,,2,2,1,4,1,4,4,588,20,,,,25,2,0,0.22,0,,0,,0,,2322,1951,6/18/21,https://covidactnow.org/us/texas-tx/county/mc_culloch_county,0.291,0.244,0,4054\
48309,US,TX,McLennan County,county,,iso1:us#iso2:us-tx#fips:48309,,256623,0.024,other,4.5,,0.79,0.48,0.23,,0.96,1,0,1,4,0,0,3,27697,478,,,,521,374,14,0.71,50,48,6,0.67,15,,95686,81188,6/18/21,https://covidactnow.org/us/texas-tx/county/mc_lennan_county,0.373,0.316,0,166800\
48311,US,TX,McMullen County,county,,iso1:us#iso2:us-tx#fips:48311,,743,,other,0,,,,,,,0,4,0,4,4,4,4,84,5,,,,,,0,,,,0,,0,,266,245,6/18/21,https://covidactnow.org/us/texas-tx/county/mc_mullen_county,0.358,0.33,0,474\
48313,US,TX,Madison County,county,,iso1:us#iso2:us-tx#fips:48313,,14284,0.01,other,1.2,,1.11,1.06,,,,2,0,1,4,2,4,4,1986,30,,,,25,8,2,0.59,0,,0,,0,,4627,3874,6/18/21,https://covidactnow.org/us/texas-tx/county/madison_county,0.324,0.271,0,7925\
48315,US,TX,Marion County,county,,iso1:us#iso2:us-tx#fips:48315,,9854,0.143,other,7.2,,1.06,1.18,,,,2,2,1,4,1,4,4,549,33,,,,,,1,,,,0,,1,,3024,2640,6/18/21,https://covidactnow.org/us/texas-tx/county/marion_county,0.307,0.268,0,5279\
48317,US,TX,Martin County,county,,iso1:us#iso2:us-tx#fips:48317,,5771,,other,5,,1,1.17,,,,1,4,1,4,1,4,4,642,19,,,,18,5,0,0.25,2,0,0,,1,,1492,1174,6/18/21,https://covidactnow.org/us/texas-tx/county/martin_county,0.259,0.203,0,2551\
48319,US,TX,Mason County,county,,iso1:us#iso2:us-tx#fips:48319,,4274,0.057,other,0,,0.98,1.17,,,,0,1,0,4,1,4,4,423,6,,,,,,0,,,,0,,0,,1695,1544,6/18/21,https://covidactnow.org/us/texas-tx/county/mason_county,0.397,0.361,0,3136\
48321,US,TX,Matagorda County,county,,iso1:us#iso2:us-tx#fips:48321,,36643,0.02,other,7.8,,0.83,0.91,0.25,,0.94,1,0,1,4,0,0,3,4257,114,,,,75,34,3,0.28,4,4,0,0.47,5,,13679,11199,6/18/21,https://covidactnow.org/us/texas-tx/county/matagorda_county,0.373,0.306,0,23963\
48323,US,TX,Maverick County,county,,iso1:us#iso2:us-tx#fips:48323,,58722,0.022,other,4.1,,1.39,1.05,,,1,2,0,1,4,2,4,3,11193,359,,,,101,44,1,0.5,8,8,0,0.69,5,,34737,23199,6/18/21,https://covidactnow.org/us/texas-tx/county/maverick_county,0.592,0.395,0,54608\
48325,US,TX,Medina County,county,,iso1:us#iso2:us-tx#fips:48325,,51584,0.017,other,3.6,,0.92,0.8,0.21,,,1,0,1,4,1,0,4,4733,107,,,,25,8,0,0.35,10,9,1,,1,,21541,18662,6/18/21,https://covidactnow.org/us/texas-tx/county/medina_county,0.418,0.362,1,37682\
48327,US,TX,Menard County,county,,iso1:us#iso2:us-tx#fips:48327,,2138,,other,6.7,,,,,,,1,4,1,4,4,4,4,212,9,,,,,,0,,,,0,,0,,870,808,6/18/21,https://covidactnow.org/us/texas-tx/county/menard_county,0.407,0.378,0,1543\
48329,US,TX,Midland County,county,,iso1:us#iso2:us-tx#fips:48329,,176832,0.048,other,2.7,,0.83,0.71,0.35,,0.91,1,1,1,4,0,0,3,17772,272,,,,645,181,6,0.63,29,26,4,,7,,57834,50063,6/18/21,https://covidactnow.org/us/texas-tx/county/midland_county,0.327,0.283,0,105503\
48331,US,TX,Milam County,county,,iso1:us#iso2:us-tx#fips:48331,,24823,0.033,other,11.5,,1.36,1.12,inf,,,2,1,2,4,2,4,4,2575,49,,,,35,,2,,0,,0,,20,,8358,7362,6/18/21,https://covidactnow.org/us/texas-tx/county/milam_county,0.337,0.297,0,15213\
48333,US,TX,Mills County,county,,iso1:us#iso2:us-tx#fips:48333,,4873,0.04,other,0,,1,1.17,,,,0,1,0,4,1,4,4,659,21,,,,,,0,,,,0,,0,,1681,1432,6/18/21,https://covidactnow.org/us/texas-tx/county/mills_county,0.345,0.294,0,2995\
48335,US,TX,Mitchell County,county,,iso1:us#iso2:us-tx#fips:48335,,8545,0.056,other,0,,1,1.17,,,,0,1,0,4,1,4,4,609,31,,,,25,2,0,0.32,0,0,11,,0,,2314,2099,6/18/21,https://covidactnow.org/us/texas-tx/county/mitchell_county,0.271,0.246,0,4283\
48337,US,TX,Montague County,county,,iso1:us#iso2:us-tx#fips:48337,,19818,0.018,other,1.4,,0.96,1.23,,,,1,0,1,4,1,4,4,2118,72,,,,71,1,1,0.23,0,,0,,2,,5655,4879,6/18/21,https://covidactnow.org/us/texas-tx/county/montague_county,0.285,0.246,0,9924\
48339,US,TX,Montgomery County,county,,iso1:us#iso2:us-tx#fips:48339,,607391,0.044,other,5.1,,0.97,0.22,0.08,,0.92,1,1,1,4,1,0,3,55181,600,,,,2097,802,33,0.55,96,88,5,0.51,0,,262204,213290,6/18/21,https://covidactnow.org/us/texas-tx/county/montgomery_county,0.432,0.351,0,458015\
48341,US,TX,Moore County,county,,iso1:us#iso2:us-tx#fips:48341,,20940,0.029,other,4.8,,0.9,1.19,,,,1,0,1,4,0,4,4,2757,73,,,,25,3,0,0.52,2,1,1,0.17,1,,7865,6247,6/18/21,https://covidactnow.org/us/texas-tx/county/moore_county,0.376,0.298,0,13855\
48343,US,TX,Morris County,county,,iso1:us#iso2:us-tx#fips:48343,,12388,0.2,other,4.6,,1.05,1.15,,,,2,2,1,4,1,4,4,887,34,,,,,,2,,,,1,,0,,3891,3316,6/18/21,https://covidactnow.org/us/texas-tx/county/morris_county,0.314,0.268,0,6691\
48345,US,TX,Motley County,county,,iso1:us#iso2:us-tx#fips:48345,,1200,,other,0,,,,,,,0,4,0,4,4,4,4,117,8,,,,,,0,,,,0,,0,,367,222,6/18/21,https://covidactnow.org/us/texas-tx/county/motley_county,0.306,0.185,0,578\
48347,US,TX,Nacogdoches County,county,,iso1:us#iso2:us-tx#fips:48347,,65204,0.03,other,2.2,,0.78,0.97,0.17,,0.51,1,0,1,4,0,0,0,4618,173,,,,392,174,7,0.3,28,14,4,0.34,2,,22637,18879,6/18/21,https://covidactnow.org/us/texas-tx/county/nacogdoches_county,0.347,0.29,0,37614\
48349,US,TX,Navarro County,county,,iso1:us#iso2:us-tx#fips:48349,,50113,0.01,other,4,,0.76,0.85,0.26,,0.94,1,0,1,4,0,0,3,5912,154,,,,162,23,2,0.38,5,4,1,0.28,3,,17608,14942,6/18/21,https://covidactnow.org/us/texas-tx/county/navarro_county,0.351,0.298,0,31697\
48351,US,TX,Newton County,county,,iso1:us#iso2:us-tx#fips:48351,,13595,0.022,other,0,,1.04,1.15,,,,0,0,0,4,1,4,4,637,38,,,,,,1,,,,0,,0,,2538,2236,6/18/21,https://covidactnow.org/us/texas-tx/county/newton_county,0.187,0.164,0,4622\
48353,US,TX,Nolan County,county,,iso1:us#iso2:us-tx#fips:48353,,14714,0.026,other,0,,1,1.17,,,0.65,0,0,0,4,1,4,0,1547,52,,,,86,12,0,0.31,4,2,0,0.34,0,,4879,4469,6/18/21,https://covidactnow.org/us/texas-tx/county/nolan_county,0.332,0.304,0,8084\
48355,US,TX,Nueces County,county,,iso1:us#iso2:us-tx#fips:48355,,362294,0.05,other,5,,0.98,0.38,0.26,,0.71,1,1,1,4,1,0,1,39646,837,,,,2427,830,39,0.7,139,99,12,0.86,17,,159819,135706,6/18/21,https://covidactnow.org/us/texas-tx/county/nueces_county,0.441,0.375,0,286215\
48357,US,TX,Ochiltree County,county,,iso1:us#iso2:us-tx#fips:48357,,9836,,other,5.1,,0.99,1.13,,,,1,4,1,4,1,4,4,1195,27,,,,25,2,0,0.27,0,,0,,1,,3046,2730,6/18/21,https://covidactnow.org/us/texas-tx/county/ochiltree_county,0.31,0.278,0,5550\
48359,US,TX,Oldham County,county,,iso1:us#iso2:us-tx#fips:48359,,2112,,other,0,,,,,,,0,4,0,4,4,4,4,288,4,,,,,,0,,,,0,,0,,571,490,6/18/21,https://covidactnow.org/us/texas-tx/county/oldham_county,0.27,0.232,0,1027\
48361,US,TX,Orange County,county,,iso1:us#iso2:us-tx#fips:48361,,83396,0.022,other,5.8,,0.74,0.75,,,,1,0,1,4,0,4,4,8787,153,,,,,,3,,,,1,,3,,21755,17957,6/18/21,https://covidactnow.org/us/texas-tx/county/orange_county,0.261,0.215,0,38153\
48363,US,TX,Palo Pinto County,county,,iso1:us#iso2:us-tx#fips:48363,,29189,0.08,other,3.4,,1.34,1.05,,,0.42,2,1,1,4,2,4,0,2925,76,,,,74,33,0,0.31,7,3,0,0.27,1,,8469,7416,6/18/21,https://covidactnow.org/us/texas-tx/county/palo_pinto_county,0.29,0.254,0,15152\
48365,US,TX,Panola County,county,,iso1:us#iso2:us-tx#fips:48365,,23194,0.017,other,2.5,,1.13,1.13,inf,,,2,0,1,4,2,4,4,1644,75,,,,42,6,0,0.13,0,,1,,0,,5318,4534,6/18/21,https://covidactnow.org/us/texas-tx/county/panola_county,0.229,0.195,0,8975\
48367,US,TX,Parker County,county,,iso1:us#iso2:us-tx#fips:48367,,142878,0.064,other,6.7,,0.92,0.61,0.22,,0.91,1,1,1,4,1,0,3,16082,187,,,,129,55,3,0.64,14,13,2,0.53,38,,49210,43817,6/18/21,https://covidactnow.org/us/texas-tx/county/parker_county,0.344,0.307,0,89403\
48369,US,TX,Parmer County,county,,iso1:us#iso2:us-tx#fips:48369,,9605,0.044,other,10.4,,1.32,1.07,,,,2,1,2,4,2,4,4,1309,35,,,,25,2,0,0.11,5,4,3,,2,,3087,2730,6/18/21,https://covidactnow.org/us/texas-tx/county/parmer_county,0.321,0.284,0,5511\
48371,US,TX,Pecos County,county,,iso1:us#iso2:us-tx#fips:48371,,15823,0.01,other,10.5,,1.12,1.04,,,,2,0,2,4,2,4,4,1678,34,,,,39,5,0,0.19,17,16,3,,0,,7136,6011,6/18/21,https://covidactnow.org/us/texas-tx/county/pecos_county,0.451,0.38,0,12377\
48373,US,TX,Polk County,county,,iso1:us#iso2:us-tx#fips:48373,,51353,0.053,other,0.6,,0.74,0.86,0.36,,0.77,0,1,0,4,0,0,1,3402,120,,,,66,18,0,0.36,5,3,1,0.41,0,,16985,14633,6/18/21,https://covidactnow.org/us/texas-tx/county/polk_county,0.331,0.285,0,30119\
48375,US,TX,Potter County,county,,iso1:us#iso2:us-tx#fips:48375,,117415,0.023,other,1.9,,0.77,0.78,0.28,,0.97,1,0,1,4,0,0,3,17606,458,,,,1152,495,21,0.59,82,79,11,0.7,0,,39561,32181,6/18/21,https://covidactnow.org/us/texas-tx/county/potter_county,0.337,0.274,0,69871\
48377,US,TX,Presidio County,county,,iso1:us#iso2:us-tx#fips:48377,,6704,,other,4.3,,1,1.17,,,,1,4,1,4,1,4,4,818,24,,,,,,0,,,,0,,0,,5377,4384,6/18/21,https://covidactnow.org/us/texas-tx/county/presidio_county,0.802,0.654,0,9515\
48379,US,TX,Rains County,county,,iso1:us#iso2:us-tx#fips:48379,,12514,0.111,other,1.1,,1,1.17,,,,2,2,1,4,1,4,4,814,26,,,,,,1,,,,0,,0,,3399,2961,6/18/21,https://covidactnow.org/us/texas-tx/county/rains_county,0.272,0.237,0,6107\
48381,US,TX,Randall County,county,,iso1:us#iso2:us-tx#fips:48381,,137713,0.084,other,2.2,,0.79,0.72,inf,,,1,1,1,4,0,4,4,16996,308,,,,4,,7,,0,,4,,4,,48935,42023,6/18/21,https://covidactnow.org/us/texas-tx/county/randall_county,0.355,0.305,0,87916\
48383,US,TX,Reagan County,county,,iso1:us#iso2:us-tx#fips:48383,,3849,,other,11.1,,1,1.17,,,,2,4,2,4,1,4,4,385,8,,,,7,16,0,0.07,0,,0,,0,,1107,999,6/18/21,https://covidactnow.org/us/texas-tx/county/reagan_county,0.288,0.26,0,1889\
48385,US,TX,Real County,county,,iso1:us#iso2:us-tx#fips:48385,,3452,,other,0,,,,,,,0,4,0,4,4,4,4,299,13,,,,,,0,,,,0,,0,,1360,1236,6/18/21,https://covidactnow.org/us/texas-tx/county/real_county,0.394,0.358,0,2525\
48387,US,TX,Red River County,county,,iso1:us#iso2:us-tx#fips:48387,,12023,0.029,other,0,,1,1.17,,,,0,0,0,4,1,4,4,703,38,,,,,,2,,,,1,,0,,3518,3186,6/18/21,https://covidactnow.org/us/texas-tx/county/red_river_county,0.293,0.265,0,6154\
48389,US,TX,Reeves County,county,,iso1:us#iso2:us-tx#fips:48389,,15976,0.053,other,10.4,,0.85,0.79,0,,,2,1,2,4,0,0,4,2031,44,,,,25,8,1,0.34,2,,0,,1,,5608,4781,6/18/21,https://covidactnow.org/us/texas-tx/county/reeves_county,0.351,0.299,0,10276\
48391,US,TX,Refugio County,county,,iso1:us#iso2:us-tx#fips:48391,,6948,0.056,other,8.2,,1,1.19,,,,1,1,1,4,1,4,4,685,23,,,,20,1,4,0.08,1,,0,,0,,2884,2581,6/18/21,https://covidactnow.org/us/texas-tx/county/refugio_county,0.415,0.371,0,5333\
48393,US,TX,Roberts County,county,,iso1:us#iso2:us-tx#fips:48393,,854,,other,0,,,,,,,0,4,0,4,4,4,4,63,1,,,,,,0,,,,0,,0,,196,179,6/18/21,https://covidactnow.org/us/texas-tx/county/roberts_county,0.23,0.21,0,359\
48395,US,TX,Robertson County,county,,iso1:us#iso2:us-tx#fips:48395,,17074,0.061,other,13.4,,0.98,0.88,,,,2,1,2,4,1,4,4,2211,44,,,,,,2,,,,1,,4,,5865,5066,6/18/21,https://covidactnow.org/us/texas-tx/county/robertson_county,0.344,0.297,0,10032\
48397,US,TX,Rockwall County,county,,iso1:us#iso2:us-tx#fips:48397,,104915,0.044,other,8.4,,0.96,0.6,0.64,,0.9,1,1,1,4,1,2,3,11797,157,,,,245,49,5,0.65,5,5,2,0.64,33,,48697,40458,6/18/21,https://covidactnow.org/us/texas-tx/county/rockwall_county,0.464,0.386,0,85743\
48399,US,TX,Runnels County,county,,iso1:us#iso2:us-tx#fips:48399,,10264,,other,7,,1.08,1.18,,,,1,4,1,4,1,4,4,1304,39,,,,50,6,0,0.15,1,,0,,2,,3437,3152,6/18/21,https://covidactnow.org/us/texas-tx/county/runnels_county,0.335,0.307,0,6200\
48401,US,TX,Rusk County,county,,iso1:us#iso2:us-tx#fips:48401,,54406,0.089,other,4.9,,0.88,0.88,inf,,,1,1,1,4,0,4,4,4063,109,,,,96,16,0,0.3,0,,1,,5,,15040,12884,6/18/21,https://covidactnow.org/us/texas-tx/county/rusk_county,0.276,0.237,0,26023\
48403,US,TX,Sabine County,county,,iso1:us#iso2:us-tx#fips:48403,,10542,0.016,other,0,,1,1.17,0,,,0,0,0,4,1,0,4,524,45,,,,25,0,1,0.14,4,4,0,,0,,3154,2888,6/18/21,https://covidactnow.org/us/texas-tx/county/sabine_county,0.299,0.274,0,5742\
48405,US,TX,San Augustine County,county,,iso1:us#iso2:us-tx#fips:48405,,8237,0.037,other,0,,,,0.13,,,0,1,0,4,4,0,4,585,32,,,,18,3,1,0.19,1,1,0,,0,,2792,2407,6/18/21,https://covidactnow.org/us/texas-tx/county/san_augustine_county,0.339,0.292,0,5035\
48407,US,TX,San Jacinto County,county,,iso1:us#iso2:us-tx#fips:48407,,28859,0.058,other,2.5,,0.87,0.93,,,,1,1,1,4,0,4,4,1378,39,,,,,,1,,,,1,,0,,7522,6509,6/18/21,https://covidactnow.org/us/texas-tx/county/san_jacinto_county,0.261,0.226,0,13012\
48409,US,TX,San Patricio County,county,,iso1:us#iso2:us-tx#fips:48409,,66730,0.037,other,2.6,,1.18,0.72,inf,,,2,1,1,4,2,4,4,4478,151,,,,75,,4,,0,,1,,9,,28241,23378,6/18/21,https://covidactnow.org/us/texas-tx/county/san_patricio_county,0.423,0.35,0,49188\
48411,US,TX,San Saba County,county,,iso1:us#iso2:us-tx#fips:48411,,6055,0.009,other,0,,1,1.17,,,,0,0,0,4,1,4,4,780,23,,,,,,0,,,,0,,0,,1685,1388,6/18/21,https://covidactnow.org/us/texas-tx/county/san_saba_county,0.278,0.229,0,2965\
48413,US,TX,Schleicher County,county,,iso1:us#iso2:us-tx#fips:48413,,2793,,other,0,,,,,,,0,4,0,4,4,4,4,243,6,,,,14,1,1,,0,,0,,0,,948,867,6/18/21,https://covidactnow.org/us/texas-tx/county/schleicher_county,0.339,0.31,0,1756\
48415,US,TX,Scurry County,county,,iso1:us#iso2:us-tx#fips:48415,,16703,0.005,other,10.8,,1.3,1.15,,,,2,0,2,4,2,4,4,2429,62,,,,25,12,0,0.29,0,,0,,0,,5685,4923,6/18/21,https://covidactnow.org/us/texas-tx/county/scurry_county,0.34,0.295,0,9786\
48417,US,TX,Shackelford County,county,,iso1:us#iso2:us-tx#fips:48417,,3265,,other,0,,,,,,,0,4,0,4,4,4,4,276,5,,,,,,0,,,,0,,0,,981,856,6/18/21,https://covidactnow.org/us/texas-tx/county/shackelford_county,0.3,0.262,0,1790\
48419,US,TX,Shelby County,county,,iso1:us#iso2:us-tx#fips:48419,,25274,0.029,other,5.1,,1.06,1.02,,,,1,0,1,4,1,4,4,1727,70,,,,,,2,,,,1,,3,,6077,5105,6/18/21,https://covidactnow.org/us/texas-tx/county/shelby_county,0.24,0.202,0,10349\
48421,US,TX,Sherman County,county,,iso1:us#iso2:us-tx#fips:48421,,3022,,other,0,,,,,,,0,4,0,4,4,4,4,235,12,,,,,,0,,,,0,,0,,897,703,6/18/21,https://covidactnow.org/us/texas-tx/county/sherman_county,0.297,0.233,0,1522\
48423,US,TX,Smith County,county,,iso1:us#iso2:us-tx#fips:48423,,232751,0.042,other,2.7,,0.75,0.54,0.07,,0.82,1,1,1,4,0,0,2,20608,486,,,,1363,854,29,0.73,196,161,10,0.44,0,,81289,70854,6/18/21,https://covidactnow.org/us/texas-tx/county/smith_county,0.349,0.304,1,148396\
48425,US,TX,Somervell County,county,,iso1:us#iso2:us-tx#fips:48425,,9128,0.036,other,0,,1,1.17,1.3,,,0,1,0,4,1,3,4,1084,14,,,,16,2,1,0.14,0,0,0,,0,,3095,2804,6/18/21,https://covidactnow.org/us/texas-tx/county/somervell_county,0.339,0.307,0,5522\
48427,US,TX,Starr County,county,,iso1:us#iso2:us-tx#fips:48427,,64633,0.048,other,7.5,,0.93,0.73,1.18,,,1,1,1,4,1,3,4,9544,304,,,,48,19,1,0.19,3,3,1,,3,,39307,34785,6/18/21,https://covidactnow.org/us/texas-tx/county/starr_county,0.608,0.538,0,68205\
48429,US,TX,Stephens County,county,,iso1:us#iso2:us-tx#fips:48429,,9366,,other,0,,1,1.17,,,,0,4,0,4,1,4,4,802,26,,,,40,5,0,0.2,0,,0,,0,,2575,2308,6/18/21,https://covidactnow.org/us/texas-tx/county/stephens_county,0.275,0.246,0,4399\
48431,US,TX,Sterling County,county,,iso1:us#iso2:us-tx#fips:48431,,1291,,other,0,,,,,,,0,4,0,4,4,4,4,108,4,,,,,,0,,,,0,,0,,380,315,6/18/21,https://covidactnow.org/us/texas-tx/county/sterling_county,0.294,0.244,0,689\
48433,US,TX,Stonewall County,county,,iso1:us#iso2:us-tx#fips:48433,,1350,,other,0,,,,,,,0,4,0,4,4,4,4,157,6,,,,20,1,2,0.14,0,,0,,0,,464,425,6/18/21,https://covidactnow.org/us/texas-tx/county/stonewall_county,0.344,0.315,0,827\
48435,US,TX,Sutton County,county,,iso1:us#iso2:us-tx#fips:48435,,3776,,other,15.1,,1.02,1.18,,,,2,4,2,4,1,4,4,476,8,,,,12,2,2,0.1,11,10,0,,0,,1354,1215,6/18/21,https://covidactnow.org/us/texas-tx/county/sutton_county,0.359,0.322,0,2533\
48437,US,TX,Swisher County,county,,iso1:us#iso2:us-tx#fips:48437,,7397,0.069,other,0,,0.85,1.02,,,,0,1,0,4,0,4,4,896,18,,,,20,2,0,0.21,0,,0,,0,,2250,2014,6/18/21,https://covidactnow.org/us/texas-tx/county/swisher_county,0.304,0.272,0,3738\
48439,US,TX,Tarrant County,county,,iso1:us#iso2:us-tx#fips:48439,,2102515,0.028,other,4.2,,1.05,0.16,0.12,,0.85,1,0,1,4,1,0,2,262128,3545,,,,7101,3452,89,0.68,389,331,25,0.65,155,,912543,785867,6/18/21,https://covidactnow.org/us/texas-tx/county/tarrant_county,0.434,0.374,2,1651529\
48441,US,TX,Taylor County,county,,iso1:us#iso2:us-tx#fips:48441,,138034,0.043,other,2.1,,0.79,0.74,0.18,,0.95,1,1,1,4,0,0,3,15986,413,,,,946,384,9,0.52,35,34,3,,2,,48248,41921,6/18/21,https://covidactnow.org/us/texas-tx/county/taylor_county,0.35,0.304,0,86736\
48443,US,TX,Terrell County,county,,iso1:us#iso2:us-tx#fips:48443,,776,,other,0,,,,,,,0,4,0,4,4,4,4,74,2,,,,,,0,,,,0,,0,,361,301,6/18/21,https://covidactnow.org/us/texas-tx/county/terrell_county,0.465,0.388,0,646\
48445,US,TX,Terry County,county,,iso1:us#iso2:us-tx#fips:48445,,12337,,other,0,,1.02,1.16,,,,0,4,0,4,1,4,4,1702,56,,,,45,7,1,0.18,0,,0,,0,,4077,3578,6/18/21,https://covidactnow.org/us/texas-tx/county/terry_county,0.33,0.29,0,7134\
48447,US,TX,Throckmorton County,county,,iso1:us#iso2:us-tx#fips:48447,,1501,,other,0,,,,,,,0,4,0,4,4,4,4,73,5,,,,14,2,1,0.07,0,,0,,0,,545,498,6/18/21,https://covidactnow.org/us/texas-tx/county/throckmorton_county,0.363,0.332,0,1022\
48449,US,TX,Titus County,county,,iso1:us#iso2:us-tx#fips:48449,,32750,0.036,other,2.6,,1.01,1.08,0.18,,0.7,1,1,1,4,1,0,0,3751,84,,,,174,47,1,0.62,7,5,1,0.47,2,,9875,7842,6/18/21,https://covidactnow.org/us/texas-tx/county/titus_county,0.302,0.239,0,17142\
48451,US,TX,Tom Green County,county,,iso1:us#iso2:us-tx#fips:48451,,119200,0.015,other,0.8,,0.74,0.93,0.13,,0.56,0,0,0,4,0,0,0,16926,272,,,,692,260,6,0.48,43,24,3,0.56,1,,42158,37717,6/18/21,https://covidactnow.org/us/texas-tx/county/tom_green_county,0.354,0.316,0,77845\
48453,US,TX,Travis County,county,,iso1:us#iso2:us-tx#fips:48453,,1273954,0.02,other,2.6,,1.1,0.26,0.15,,0.86,1,0,1,4,1,0,3,84303,1033,,,,3904,2022,58,0.73,275,237,22,0.67,29,,742952,627940,6/18/21,https://covidactnow.org/us/texas-tx/county/travis_county,0.583,0.493,0,1319857\
48455,US,TX,Trinity County,county,,iso1:us#iso2:us-tx#fips:48455,,14651,0.006,other,2.9,,0.88,1.14,,,,1,0,1,4,0,4,4,801,27,,,,45,,1,,0,,0,,0,,4902,4184,6/18/21,https://covidactnow.org/us/texas-tx/county/trinity_county,0.335,0.286,0,8583\
48457,US,TX,Tyler County,county,,iso1:us#iso2:us-tx#fips:48457,,21672,0.018,other,0,,0.9,0.72,0.51,,,0,0,0,4,0,1,4,1335,42,,,,49,2,1,0.09,4,3,1,,0,,5945,5343,6/18/21,https://covidactnow.org/us/texas-tx/county/tyler_county,0.274,0.247,0,10912\
48459,US,TX,Upshur County,county,,iso1:us#iso2:us-tx#fips:48459,,41753,0.154,other,1,,0.94,0.97,,,,0,2,0,4,1,4,4,3321,77,,,,,,3,,,,1,,0,,10180,8907,6/18/21,https://covidactnow.org/us/texas-tx/county/upshur_county,0.244,0.213,0,18106\
48461,US,TX,Upton County,county,,iso1:us#iso2:us-tx#fips:48461,,3657,,other,0,,1,1.17,,,,0,4,0,4,1,4,4,374,10,,,,29,31,1,0.1,8,6,0,,0,,1236,1040,6/18/21,https://covidactnow.org/us/texas-tx/county/upton_county,0.338,0.284,0,2265\
48463,US,TX,Uvalde County,county,,iso1:us#iso2:us-tx#fips:48463,,26741,0.014,other,1.6,,0.97,1.22,,,0.63,1,0,1,4,1,4,0,3605,73,,,,25,23,0,0.66,5,3,0,0.36,0,,10795,9226,6/18/21,https://covidactnow.org/us/texas-tx/county/uvalde_county,0.404,0.345,0,19313\
48465,US,TX,Val Verde County,county,,iso1:us#iso2:us-tx#fips:48465,,49025,0.07,other,5,,0.9,1,0.54,,,1,1,1,4,0,1,4,7945,233,,,,93,17,3,0.45,3,1,1,0.77,0,,23973,18034,6/18/21,https://covidactnow.org/us/texas-tx/county/val_verde_county,0.489,0.368,0,39540\
48467,US,TX,Van Zandt County,county,,iso1:us#iso2:us-tx#fips:48467,,56590,0.042,other,4.8,,0.83,0.89,inf,,,1,1,1,4,0,4,4,4427,122,,,,52,,4,,0,,1,,0,,15772,13913,6/18/21,https://covidactnow.org/us/texas-tx/county/van_zandt_county,0.279,0.246,0,27911\
48469,US,TX,Victoria County,county,,iso1:us#iso2:us-tx#fips:48469,,92084,0.053,other,8.1,,0.77,0.58,0.37,,0.76,1,1,1,4,0,0,1,9238,223,,,,726,273,29,0.42,53,40,11,0.65,18,,33848,29852,6/18/21,https://covidactnow.org/us/texas-tx/county/victoria_county,0.368,0.324,0,62018\
48471,US,TX,Walker County,county,,iso1:us#iso2:us-tx#fips:48471,,72971,0.014,other,16.4,,1.11,0.59,0.23,,0.93,2,0,2,4,2,0,3,8754,132,,,,123,53,3,0.61,6,5,1,0.49,2,,27893,22291,6/18/21,https://covidactnow.org/us/texas-tx/county/walker_county,0.382,0.305,1,47376\
48473,US,TX,Waller County,county,,iso1:us#iso2:us-tx#fips:48473,,55246,0.056,other,11.2,,1.03,0.77,,,,2,1,2,4,1,4,4,4176,50,,,,,,4,,,,1,,12,,17750,14723,6/18/21,https://covidactnow.org/us/texas-tx/county/waller_county,0.321,0.266,0,31061\
